marital,default,housing-loan,personal-loan,current-campaign,previous-campaign,age,job,subscribed,education,balance
married,no,yes,yes,1,2,30,management,no,secondary,-559
single,no,yes,yes,2,0,25,entrepreneur,no,tertiary,16874
married,no,no,no,4,0,58,retired,no,primary,1987
married,no,yes,no,3,1,39,entrepreneur,no,unknown,98
married,no,no,no,3,0,40,self-employed,no,tertiary,642
married,no,yes,yes,2,0,38,blue-collar,no,secondary,526
single,no,no,no,1,0,66,management,no,tertiary,6483
married,no,no,no,4,0,47,management,yes,tertiary,2306
married,no,yes,no,9,0,37,blue-collar,no,secondary,954
single,no,yes,yes,1,1,36,management,no,tertiary,-679
married,no,no,no,2,0,50,blue-collar,no,primary,-1
married,no,no,no,12,0,76,retired,no,primary,2590
single,no,no,yes,3,0,58,management,no,tertiary,331
married,no,yes,no,6,0,42,admin.,no,secondary,4209
divorced,no,no,no,1,1,58,services,yes,secondary,462
single,no,yes,no,1,0,28,self-employed,no,tertiary,0
married,no,no,no,2,0,41,technician,no,secondary,0
married,no,no,no,4,0,30,management,no,tertiary,151
divorced,no,yes,no,1,5,32,management,yes,tertiary,883
single,no,no,yes,1,0,27,services,no,secondary,266
married,no,no,no,5,0,48,management,no,tertiary,0
married,no,yes,no,3,0,36,technician,no,tertiary,491
married,no,no,yes,1,0,54,management,no,tertiary,3
married,no,yes,no,2,0,36,blue-collar,no,secondary,198
married,no,no,no,1,0,52,housemaid,no,secondary,14363
divorced,no,yes,yes,16,0,34,technician,no,secondary,0
married,no,no,no,7,0,43,technician,yes,secondary,136
single,no,no,no,2,0,32,management,no,tertiary,28
single,no,no,no,4,0,33,management,no,tertiary,335
married,no,no,no,3,0,51,housemaid,no,unknown,174
married,no,yes,no,1,0,39,unemployed,no,secondary,270
single,no,no,no,2,0,44,management,no,tertiary,1206
divorced,no,yes,no,3,0,49,housemaid,no,primary,198
married,no,yes,no,2,0,25,technician,no,tertiary,914
married,no,yes,no,2,4,39,self-employed,no,secondary,31
married,no,no,no,2,6,54,technician,no,secondary,0
single,no,yes,no,1,6,32,management,no,tertiary,347
married,no,yes,no,15,0,36,management,no,tertiary,860
married,no,yes,no,3,0,54,technician,no,secondary,89
married,no,yes,yes,1,9,31,technician,no,secondary,0
married,no,no,yes,7,0,45,services,no,secondary,0
single,no,yes,no,2,0,31,admin.,no,secondary,68
married,no,yes,no,2,0,45,technician,no,secondary,-149
divorced,no,yes,no,1,1,33,services,yes,secondary,2411
divorced,no,yes,no,1,1,46,management,no,tertiary,225
single,no,no,no,7,0,43,unknown,no,tertiary,2731
married,no,yes,no,5,5,50,management,no,tertiary,112
divorced,no,no,no,2,0,44,management,no,tertiary,0
married,no,yes,no,16,0,42,services,no,secondary,3620
single,no,no,no,3,0,26,blue-collar,no,secondary,179
single,no,yes,no,1,1,47,admin.,no,secondary,1544
married,no,no,no,2,0,48,blue-collar,no,primary,199
married,no,yes,no,2,0,60,blue-collar,no,unknown,231
divorced,no,yes,no,1,0,27,admin.,no,secondary,76
single,no,no,no,3,0,30,unemployed,yes,tertiary,302
single,no,yes,no,2,0,28,admin.,no,secondary,189
married,no,no,no,1,0,58,retired,yes,primary,565
married,no,no,no,1,0,37,entrepreneur,no,tertiary,310
married,no,yes,no,1,0,36,services,no,secondary,1746
married,no,yes,no,3,4,39,technician,no,secondary,6
married,no,no,yes,1,0,52,unemployed,no,primary,-110
married,no,yes,yes,2,0,55,retired,no,secondary,2749
single,no,no,no,3,0,30,management,no,tertiary,6495
single,no,yes,no,3,0,36,blue-collar,no,secondary,35
married,no,no,no,2,1,39,admin.,no,secondary,-650
married,no,no,yes,3,0,47,blue-collar,no,primary,292
single,no,yes,no,2,0,42,housemaid,no,primary,5774
married,no,yes,no,4,0,42,management,no,secondary,2416
married,no,no,no,7,0,58,retired,no,secondary,35
married,no,yes,no,1,0,68,retired,yes,secondary,19317
married,no,no,no,1,0,43,technician,no,secondary,50
married,no,yes,no,1,0,44,blue-collar,no,secondary,-674
married,no,no,no,2,0,49,technician,yes,tertiary,3726
married,no,yes,yes,2,0,57,retired,no,tertiary,1180
divorced,no,no,no,2,0,61,self-employed,yes,tertiary,6610
single,no,yes,no,2,0,36,admin.,no,secondary,319
married,no,yes,yes,1,0,31,blue-collar,no,secondary,1545
married,no,no,no,2,0,51,technician,no,tertiary,1315
single,no,no,no,2,0,31,technician,no,tertiary,424
married,no,no,no,1,0,56,blue-collar,no,primary,151
single,no,no,yes,2,0,30,technician,no,tertiary,-970
married,no,yes,yes,2,0,38,services,no,secondary,-762
married,no,yes,no,3,0,35,services,no,secondary,181
married,no,yes,no,2,0,31,blue-collar,no,unknown,-120
divorced,no,yes,no,3,0,39,admin.,no,secondary,1022
married,no,yes,no,3,9,50,management,no,tertiary,78
married,no,no,no,2,0,39,technician,no,tertiary,209
married,no,no,no,8,0,26,admin.,no,secondary,2469
married,no,no,no,1,0,55,technician,no,secondary,0
divorced,no,no,yes,1,0,43,blue-collar,no,primary,328
married,no,no,no,1,1,34,housemaid,no,tertiary,0
married,no,yes,yes,2,0,51,self-employed,no,primary,307
married,no,yes,no,2,3,31,management,no,tertiary,1384
married,no,no,no,9,0,32,management,no,tertiary,0
married,no,yes,no,1,0,53,technician,no,secondary,719
divorced,no,no,no,1,0,44,management,no,tertiary,0
married,no,yes,no,2,0,38,entrepreneur,no,tertiary,6704
married,no,yes,no,1,0,47,self-employed,no,tertiary,4543
married,no,yes,no,2,0,36,management,no,tertiary,0
single,no,yes,no,2,0,30,management,no,tertiary,149
married,no,yes,no,3,4,46,blue-collar,no,secondary,-1400
married,no,yes,yes,3,0,33,entrepreneur,no,secondary,-118
married,no,no,no,1,1,43,blue-collar,yes,secondary,2160
married,no,no,no,2,0,38,management,no,tertiary,3452
single,no,no,no,1,1,27,technician,no,secondary,842
married,no,no,no,2,1,38,management,yes,unknown,3576
married,no,no,no,3,0,41,unemployed,no,tertiary,1666
married,no,yes,no,6,0,29,technician,no,secondary,0
married,no,yes,no,2,0,39,services,no,secondary,0
single,no,yes,no,1,8,42,blue-collar,no,primary,1628
married,no,yes,yes,1,0,47,services,no,secondary,51
single,yes,no,no,6,0,30,blue-collar,no,secondary,447
married,no,yes,no,3,0,34,admin.,no,secondary,396
married,no,no,no,1,0,45,housemaid,no,primary,4994
married,no,yes,no,3,0,43,admin.,no,secondary,3215
married,no,no,no,3,0,59,blue-collar,no,primary,2814
married,no,no,no,2,0,50,technician,no,secondary,0
married,no,yes,no,3,0,39,blue-collar,no,secondary,293
married,no,yes,no,1,0,36,technician,no,secondary,474
married,no,yes,no,1,0,44,blue-collar,no,secondary,16178
married,no,no,no,2,0,36,technician,no,tertiary,0
single,no,no,no,1,0,27,management,no,tertiary,88
married,no,yes,no,1,0,29,services,no,secondary,308
married,no,no,no,3,2,70,retired,no,secondary,1164
married,no,no,no,2,0,44,management,no,tertiary,13893
married,no,yes,no,2,0,55,management,no,tertiary,0
divorced,no,yes,no,8,0,36,technician,no,secondary,-435
single,no,yes,no,7,0,28,technician,no,secondary,389
divorced,no,no,no,2,5,50,management,no,tertiary,356
married,no,no,no,2,0,49,technician,no,secondary,2718
divorced,no,no,no,2,0,71,retired,no,tertiary,261
single,no,no,no,2,0,31,admin.,no,secondary,757
single,no,no,no,2,0,45,management,no,tertiary,16
married,no,no,no,1,0,42,blue-collar,no,secondary,-422
married,no,no,no,2,0,45,admin.,no,secondary,248
married,no,yes,no,6,0,47,technician,no,primary,145
divorced,no,no,yes,1,0,60,retired,no,secondary,598
married,no,yes,no,2,0,35,management,no,tertiary,949
single,no,no,no,4,0,31,technician,no,tertiary,614
married,no,yes,no,1,0,33,blue-collar,no,primary,1209
married,no,yes,no,1,4,50,self-employed,no,tertiary,202
married,no,yes,no,3,0,51,blue-collar,no,secondary,1840
married,no,yes,yes,1,3,34,technician,no,secondary,114
married,no,no,yes,10,0,56,services,no,secondary,-229
married,no,yes,no,3,0,29,services,no,secondary,182
married,no,no,no,3,0,31,blue-collar,no,secondary,401
divorced,no,yes,no,1,0,44,technician,no,unknown,759
married,no,no,yes,3,0,55,retired,no,secondary,4194
single,no,no,no,3,0,35,student,no,unknown,0
married,no,yes,yes,1,1,36,technician,no,tertiary,629
married,no,yes,yes,1,0,54,retired,no,secondary,153
married,no,yes,no,1,0,32,management,no,tertiary,553
divorced,no,no,no,2,0,36,management,no,tertiary,1057
married,no,yes,no,3,0,60,retired,no,secondary,78
single,no,no,yes,1,0,32,technician,no,secondary,-28
married,no,no,no,8,0,57,management,no,tertiary,929
married,no,yes,no,2,0,34,blue-collar,no,primary,428
single,no,yes,no,1,2,27,student,no,secondary,268
single,no,no,no,6,0,52,management,yes,tertiary,83
divorced,no,yes,no,2,0,45,admin.,no,unknown,998
single,no,no,no,2,1,58,admin.,no,secondary,2223
single,no,yes,no,2,0,39,blue-collar,no,primary,6
single,no,yes,yes,2,0,48,blue-collar,no,secondary,312
single,no,no,no,5,0,36,management,no,secondary,0
single,no,yes,no,1,0,31,technician,no,secondary,691
married,no,yes,no,8,0,41,management,no,tertiary,771
single,no,no,no,1,0,30,self-employed,no,secondary,192
married,no,no,no,4,0,57,retired,no,tertiary,0
single,no,yes,no,1,1,29,admin.,yes,secondary,1070
divorced,no,yes,no,2,0,29,services,yes,secondary,84
single,no,no,no,1,1,30,management,no,tertiary,2
married,no,yes,no,6,0,44,management,no,tertiary,1242
single,no,no,no,2,8,33,student,no,unknown,5969
divorced,no,yes,no,3,0,56,admin.,no,secondary,3337
single,no,no,no,6,5,26,services,yes,secondary,1347
married,no,no,no,2,0,52,technician,no,secondary,64
single,no,yes,no,1,0,32,management,no,secondary,249
single,no,no,no,6,0,36,technician,no,secondary,0
married,no,no,no,1,0,26,blue-collar,no,secondary,128
married,no,yes,no,3,0,37,blue-collar,no,secondary,196
married,no,yes,no,1,0,34,technician,no,secondary,351
single,no,yes,no,2,4,26,services,no,secondary,5533
married,no,yes,no,1,0,32,services,yes,secondary,38
single,yes,no,no,4,0,30,management,no,tertiary,35
single,no,yes,no,5,0,27,technician,no,secondary,235
single,no,yes,no,1,3,42,admin.,no,secondary,30
single,no,yes,no,1,0,33,blue-collar,no,primary,92
married,no,no,no,2,0,37,blue-collar,no,secondary,67
married,no,yes,no,3,0,45,blue-collar,no,secondary,4022
married,no,no,no,4,0,36,entrepreneur,yes,tertiary,3057
single,no,yes,no,4,3,39,management,no,tertiary,0
single,no,no,no,1,0,33,management,no,tertiary,349
married,no,no,no,1,0,47,services,no,secondary,2322
married,no,yes,yes,3,0,49,entrepreneur,no,secondary,167
divorced,no,no,no,6,0,46,management,no,secondary,558
married,no,yes,yes,1,0,31,services,no,secondary,-230
divorced,no,yes,no,1,0,43,unemployed,no,secondary,4094
single,yes,yes,no,1,0,30,blue-collar,yes,secondary,239
divorced,no,no,no,1,22,43,management,no,tertiary,497
married,no,yes,no,1,0,42,blue-collar,no,secondary,179
single,no,no,no,1,2,30,admin.,yes,tertiary,305
single,no,yes,no,1,0,33,management,no,tertiary,-67
married,no,no,no,3,0,41,admin.,no,secondary,4539
single,no,yes,no,1,0,29,blue-collar,no,secondary,770
married,no,yes,no,1,0,38,unemployed,no,secondary,-673
married,no,yes,no,7,1,29,technician,no,tertiary,858
married,no,no,no,1,1,80,housemaid,yes,primary,0
single,no,no,no,4,0,38,management,no,tertiary,5244
divorced,no,yes,no,4,0,36,blue-collar,no,primary,117
married,no,no,no,1,0,38,self-employed,no,tertiary,846
married,yes,yes,no,2,0,44,management,no,secondary,0
married,no,no,no,1,3,31,management,yes,tertiary,1331
single,no,yes,yes,2,0,31,services,no,secondary,31
divorced,no,yes,no,1,2,57,admin.,no,primary,179
married,no,yes,no,1,0,37,blue-collar,no,primary,543
married,no,yes,yes,2,0,50,blue-collar,no,secondary,253
married,no,no,no,1,0,60,retired,no,primary,71188
married,no,yes,no,1,8,51,management,no,tertiary,5108
married,no,yes,no,1,0,48,blue-collar,no,secondary,1738
married,no,yes,no,4,5,42,blue-collar,no,primary,-97
married,no,yes,no,1,0,36,blue-collar,no,secondary,199
married,no,yes,no,1,2,43,management,no,tertiary,489
married,no,yes,yes,6,0,31,admin.,no,primary,355
single,no,yes,no,2,0,49,technician,no,secondary,-97
divorced,no,no,yes,2,0,35,management,no,tertiary,473
married,no,yes,no,2,0,44,entrepreneur,no,secondary,6649
married,no,no,no,1,8,34,self-employed,no,tertiary,263
married,no,no,no,1,0,46,blue-collar,no,secondary,781
married,no,yes,no,5,0,49,blue-collar,no,primary,1032
married,no,no,no,5,0,32,blue-collar,no,secondary,119
divorced,no,yes,no,1,2,35,management,no,tertiary,434
married,no,no,no,2,0,51,admin.,no,secondary,2967
divorced,no,yes,no,1,0,57,retired,no,secondary,-331
married,no,no,no,5,0,59,management,no,tertiary,1585
divorced,no,yes,no,1,0,40,services,no,unknown,4384
single,no,no,no,9,0,49,management,no,tertiary,588
married,no,yes,no,1,0,51,management,no,secondary,3180
married,yes,no,yes,3,0,35,admin.,no,secondary,0
married,no,yes,no,2,0,29,self-employed,no,secondary,-76
single,no,yes,no,2,0,32,services,yes,secondary,152
divorced,no,yes,no,1,2,37,housemaid,no,secondary,1040
married,no,yes,no,1,0,49,unemployed,no,primary,-384
married,no,yes,no,1,0,45,technician,no,unknown,473
single,no,yes,no,8,0,34,technician,no,secondary,475
married,no,no,no,9,0,53,technician,no,secondary,0
married,no,no,no,2,0,42,entrepreneur,no,primary,149
married,no,yes,no,2,0,43,technician,yes,secondary,3285
married,no,no,no,1,3,52,retired,no,secondary,424
single,no,no,yes,1,0,34,blue-collar,no,secondary,79
divorced,no,yes,no,2,0,34,technician,yes,tertiary,674
married,no,yes,no,13,0,27,services,yes,secondary,0
married,no,yes,no,4,0,43,unemployed,no,tertiary,58
married,no,yes,no,1,0,41,technician,no,tertiary,532
married,no,no,no,1,0,72,retired,no,secondary,4130
married,no,yes,no,1,0,35,blue-collar,no,primary,422
married,no,yes,no,21,0,41,management,no,tertiary,437
divorced,no,yes,no,1,0,36,blue-collar,yes,primary,-308
married,no,yes,no,2,0,51,housemaid,no,primary,30
married,no,no,no,6,0,37,self-employed,no,tertiary,137
single,no,yes,yes,1,1,42,admin.,yes,secondary,-247
single,no,yes,no,7,0,26,admin.,no,secondary,321
single,no,yes,no,1,0,23,services,no,secondary,250
married,no,yes,no,2,1,50,management,no,tertiary,-470
married,no,yes,yes,1,0,37,blue-collar,no,secondary,140
married,no,no,no,2,0,35,management,no,tertiary,2793
married,no,no,no,2,0,37,management,no,tertiary,410
divorced,no,no,no,7,2,79,retired,no,unknown,2628
married,no,no,no,2,2,39,technician,no,secondary,116
married,no,yes,no,1,0,47,services,no,secondary,0
married,no,yes,no,1,0,44,blue-collar,no,secondary,878
single,no,no,no,8,0,36,management,yes,tertiary,2944
single,no,yes,yes,1,1,33,blue-collar,no,secondary,3975
married,no,yes,no,3,2,42,services,no,secondary,96
single,no,no,no,2,0,35,technician,no,tertiary,2288
married,no,yes,no,2,0,31,blue-collar,no,secondary,472
married,no,no,no,1,0,58,services,no,primary,65
married,no,no,no,2,0,46,management,no,tertiary,0
single,no,yes,no,6,0,41,admin.,no,secondary,400
married,no,yes,no,1,0,58,technician,no,secondary,7495
married,no,no,yes,12,0,33,blue-collar,no,secondary,137
married,no,yes,no,1,0,31,unemployed,no,secondary,24
divorced,no,no,no,1,1,55,technician,yes,secondary,3450
single,no,yes,no,2,0,38,technician,no,secondary,311
married,no,no,no,2,0,55,housemaid,no,secondary,139
single,no,no,no,3,0,47,management,no,tertiary,0
married,no,yes,no,3,0,51,housemaid,no,primary,492
single,no,yes,no,6,2,46,management,no,tertiary,334
married,no,no,no,1,0,61,management,yes,tertiary,997
single,no,no,no,4,0,47,management,no,tertiary,440
married,no,no,no,6,0,34,technician,no,secondary,47
married,no,yes,no,1,0,34,blue-collar,no,secondary,1298
divorced,no,no,no,2,1,41,management,no,tertiary,3355
divorced,no,no,no,2,0,36,blue-collar,no,secondary,-11
single,no,yes,no,1,0,26,blue-collar,no,secondary,396
married,no,no,no,3,0,35,management,yes,tertiary,8
married,no,no,no,2,0,36,blue-collar,no,secondary,1409
single,no,no,no,1,0,26,management,yes,tertiary,170
married,no,yes,no,2,0,58,management,no,primary,2769
married,no,yes,no,1,0,50,blue-collar,no,secondary,2320
married,no,yes,no,7,0,61,retired,no,secondary,76
single,no,yes,no,1,0,28,technician,no,secondary,2034
single,no,yes,no,1,0,49,blue-collar,no,primary,3018
married,no,no,no,2,0,74,retired,yes,secondary,921
married,no,yes,no,3,0,53,blue-collar,no,secondary,483
married,no,yes,no,2,0,46,self-employed,no,secondary,390
married,no,no,no,1,0,47,management,yes,tertiary,0
single,no,no,no,2,0,42,blue-collar,no,primary,92
married,no,yes,no,1,0,56,services,no,secondary,22196
married,no,no,no,2,0,42,technician,no,secondary,2
married,no,yes,no,1,0,49,housemaid,no,primary,249
single,no,yes,no,1,1,43,unemployed,no,unknown,3274
married,no,yes,no,2,0,39,services,no,secondary,5731
married,no,no,no,1,0,66,retired,yes,primary,206
single,no,no,no,3,4,30,technician,no,tertiary,2325
single,no,no,no,1,0,38,management,no,tertiary,0
married,no,yes,no,1,1,31,blue-collar,no,secondary,1664
married,no,no,no,4,0,32,technician,no,secondary,3333
married,no,no,no,2,0,48,technician,no,secondary,7020
married,no,no,no,1,0,34,admin.,no,tertiary,37
single,no,no,no,2,0,28,student,no,secondary,28
single,no,yes,no,2,0,40,admin.,no,secondary,1670
married,no,no,no,1,0,36,entrepreneur,no,secondary,134
married,no,no,yes,1,0,52,retired,no,secondary,603
married,no,yes,yes,2,0,46,admin.,no,primary,276
single,no,yes,no,1,0,25,technician,no,secondary,2157
married,no,yes,no,2,0,52,blue-collar,no,secondary,161
married,no,yes,no,1,0,40,blue-collar,no,primary,3658
divorced,yes,no,yes,2,0,26,management,no,tertiary,-402
single,no,yes,no,4,0,26,blue-collar,no,primary,3342
single,no,no,no,3,0,35,self-employed,no,secondary,1732
single,no,yes,no,1,0,40,admin.,no,secondary,263
married,no,yes,no,2,5,31,management,no,tertiary,623
married,no,yes,no,1,1,32,admin.,no,secondary,3540
married,no,yes,no,1,0,33,admin.,yes,secondary,95
divorced,no,yes,no,3,7,53,services,yes,secondary,765
divorced,no,yes,no,3,0,46,technician,yes,secondary,-824
single,no,no,no,6,0,28,management,no,tertiary,5549
married,no,yes,no,1,0,31,blue-collar,no,secondary,191
married,no,yes,no,2,0,44,blue-collar,no,primary,420
married,no,no,no,1,0,35,admin.,no,secondary,0
divorced,no,yes,no,3,0,50,technician,no,unknown,2706
married,yes,yes,yes,8,0,32,technician,no,secondary,4
married,no,yes,yes,1,0,51,admin.,no,secondary,423
married,no,yes,yes,2,0,51,management,no,tertiary,-892
married,no,yes,no,3,2,31,blue-collar,no,unknown,-120
divorced,no,yes,no,10,0,41,admin.,no,secondary,-365
married,no,no,yes,3,0,57,technician,no,tertiary,27069
single,no,yes,no,3,1,34,management,no,tertiary,8038
married,no,yes,no,2,0,47,technician,no,secondary,-938
divorced,no,yes,no,2,0,47,admin.,no,secondary,1139
married,no,yes,no,1,1,36,self-employed,no,secondary,189
single,no,no,no,2,2,29,housemaid,yes,tertiary,19
married,no,no,no,3,0,39,technician,no,secondary,3663
single,no,no,no,7,0,53,blue-collar,no,unknown,0
married,yes,yes,no,2,0,47,blue-collar,no,secondary,-614
divorced,no,yes,yes,10,0,51,technician,no,secondary,2323
married,no,yes,no,2,0,48,blue-collar,no,secondary,425
married,no,no,no,1,0,32,technician,no,secondary,5122
divorced,no,no,no,2,0,36,management,no,tertiary,608
married,no,yes,yes,4,2,50,unknown,yes,primary,341
married,no,yes,no,2,3,39,admin.,yes,secondary,607
married,no,yes,yes,3,0,31,blue-collar,no,secondary,1495
married,no,no,no,2,0,49,admin.,no,secondary,381
divorced,no,no,no,28,0,33,unemployed,no,secondary,385
single,no,yes,no,1,1,26,management,no,tertiary,1274
married,no,yes,no,2,0,27,blue-collar,no,secondary,362
married,no,yes,no,4,1,51,blue-collar,no,primary,377
single,no,no,no,1,2,26,admin.,no,secondary,802
married,no,no,no,4,0,45,admin.,no,secondary,194
married,no,no,yes,1,0,54,technician,yes,secondary,-315
married,no,yes,no,1,0,49,technician,no,tertiary,1843
married,no,no,no,2,0,47,technician,no,secondary,-9
married,no,no,yes,1,0,42,housemaid,no,primary,83
married,no,yes,no,4,0,50,entrepreneur,no,tertiary,433
married,no,yes,no,2,0,37,admin.,no,secondary,-107
married,no,no,no,3,0,54,blue-collar,no,primary,4503
married,no,yes,no,1,0,40,services,no,secondary,51
married,no,no,yes,4,0,50,services,no,secondary,961
married,no,yes,yes,4,0,57,retired,no,secondary,49
married,no,no,no,2,0,33,technician,no,secondary,3470
married,no,yes,no,1,0,49,technician,no,secondary,-147
married,no,yes,no,2,0,35,services,no,secondary,0
single,no,yes,no,1,0,28,blue-collar,no,secondary,0
married,no,no,no,7,0,58,management,no,tertiary,172
single,no,no,yes,1,0,31,admin.,no,secondary,-407
divorced,no,no,no,2,1,36,management,no,tertiary,649
single,no,no,no,2,0,49,blue-collar,no,primary,1040
married,no,yes,no,4,0,30,unemployed,no,secondary,142
single,no,yes,no,7,0,29,services,no,secondary,209
married,no,no,no,2,0,50,management,no,unknown,3304
single,no,no,no,1,2,26,student,yes,tertiary,294
married,no,yes,yes,3,0,27,housemaid,no,secondary,4848
single,no,yes,no,1,0,32,blue-collar,no,secondary,1670
married,no,no,no,5,0,62,unknown,no,secondary,367
single,no,yes,no,3,0,34,blue-collar,no,secondary,13683
single,no,no,no,2,0,25,admin.,no,tertiary,1420
single,no,yes,no,28,0,34,management,no,tertiary,340
single,no,no,no,1,0,44,technician,yes,secondary,1679
married,no,yes,no,1,0,38,management,no,tertiary,1198
married,no,no,no,1,2,57,admin.,no,secondary,169
married,no,no,no,1,1,36,self-employed,no,tertiary,506
married,no,yes,no,1,0,41,entrepreneur,no,secondary,1249
single,no,no,yes,3,0,36,management,no,tertiary,678
single,no,yes,no,1,0,27,management,no,tertiary,212
divorced,no,no,no,2,0,37,technician,no,secondary,23
single,no,no,no,1,1,47,management,yes,tertiary,4402
divorced,no,yes,no,1,1,31,services,yes,primary,459
married,no,yes,no,1,0,39,self-employed,no,secondary,4722
divorced,no,yes,no,2,0,35,admin.,no,tertiary,1555
married,no,yes,no,3,0,40,blue-collar,no,secondary,61
single,no,yes,no,2,0,38,management,no,tertiary,0
married,no,yes,no,1,0,31,technician,no,secondary,3706
married,no,no,no,1,4,36,blue-collar,yes,primary,1177
married,no,no,no,1,0,53,management,no,primary,2096
married,no,no,no,1,0,59,blue-collar,no,primary,748
single,no,no,no,3,0,29,management,no,tertiary,3357
single,no,yes,no,4,0,30,admin.,no,secondary,3809
married,no,yes,no,3,0,52,admin.,no,secondary,395
married,no,yes,no,2,0,55,blue-collar,no,secondary,1011
married,no,yes,no,1,0,56,blue-collar,no,primary,420
married,no,yes,no,2,0,32,admin.,no,secondary,76
married,no,no,no,1,0,24,blue-collar,no,secondary,0
married,no,yes,no,3,0,51,blue-collar,no,primary,844
married,no,yes,no,2,0,36,management,no,tertiary,1318
married,no,yes,no,1,0,36,technician,no,tertiary,167
married,no,yes,no,3,0,42,management,yes,tertiary,2187
married,no,yes,no,1,0,49,admin.,no,secondary,14440
married,no,yes,no,11,0,48,management,no,secondary,2294
married,no,yes,no,3,0,36,management,no,secondary,80
married,no,no,no,6,0,48,management,no,primary,2537
married,no,no,no,12,0,30,technician,yes,tertiary,569
single,yes,no,yes,1,0,27,management,no,tertiary,0
married,no,yes,no,3,0,38,entrepreneur,no,tertiary,0
single,yes,no,no,2,0,36,technician,yes,secondary,12
married,no,no,no,2,0,45,technician,no,secondary,49
married,no,no,no,1,0,44,housemaid,no,tertiary,460
married,no,yes,no,2,0,42,technician,no,secondary,613
married,no,no,no,1,0,37,entrepreneur,no,tertiary,7944
married,no,yes,no,1,1,48,blue-collar,no,secondary,1143
married,no,yes,no,1,6,57,retired,no,primary,-464
married,no,yes,yes,2,0,44,services,no,secondary,1989
married,no,yes,yes,1,0,48,technician,no,secondary,17
married,no,no,no,23,0,56,retired,no,primary,-1
married,no,yes,no,2,0,37,management,no,tertiary,1698
married,no,yes,no,1,0,47,blue-collar,no,secondary,5306
married,no,no,no,5,3,54,housemaid,no,unknown,0
divorced,no,no,no,1,9,51,retired,yes,secondary,1679
married,no,no,no,1,3,47,admin.,yes,secondary,3676
married,no,yes,yes,4,4,25,management,yes,tertiary,-242
single,no,no,no,1,0,39,services,no,secondary,471
married,no,yes,no,5,0,40,management,no,tertiary,8902
single,no,no,no,1,0,38,management,no,tertiary,1704
married,no,yes,no,1,0,34,management,yes,tertiary,3050
married,no,no,no,1,0,53,housemaid,no,primary,2581
married,no,yes,no,2,0,32,services,no,secondary,162
married,no,yes,no,3,0,35,blue-collar,no,secondary,243
single,no,no,no,1,0,24,student,no,secondary,1847
married,no,yes,no,2,0,58,blue-collar,no,primary,0
married,no,no,no,2,0,49,management,yes,primary,3371
single,no,yes,no,3,1,45,services,no,secondary,1757
married,no,yes,no,6,0,55,management,no,tertiary,171
married,no,yes,yes,1,0,42,entrepreneur,no,tertiary,157
married,no,yes,no,2,0,28,admin.,no,secondary,934
married,no,no,yes,1,0,48,blue-collar,no,secondary,-19
single,yes,yes,no,6,0,51,management,no,tertiary,-55
married,no,no,no,2,0,38,housemaid,no,primary,21
single,no,no,no,2,0,27,blue-collar,no,secondary,14
single,no,yes,no,1,2,50,technician,no,secondary,246
married,no,yes,no,2,1,44,blue-collar,no,primary,887
married,no,no,no,2,0,40,management,no,tertiary,51
single,no,yes,no,1,0,29,services,no,secondary,-287
married,no,yes,no,4,0,34,services,no,secondary,0
single,no,yes,no,4,0,44,self-employed,yes,tertiary,2734
married,no,no,no,8,0,50,entrepreneur,no,tertiary,52
married,no,yes,no,3,0,34,management,no,tertiary,2594
divorced,no,no,no,4,0,54,retired,no,primary,22
married,no,yes,no,2,0,34,technician,no,tertiary,1611
single,no,yes,yes,1,0,34,admin.,yes,tertiary,18
married,no,yes,no,2,0,52,blue-collar,no,primary,1331
married,no,no,no,1,0,60,unknown,no,unknown,7337
single,no,yes,no,4,0,39,management,no,secondary,835
married,no,no,no,6,0,58,retired,no,primary,5092
divorced,no,no,no,2,0,41,technician,no,secondary,52
married,no,no,no,3,0,48,technician,no,secondary,10655
married,no,no,no,1,0,58,management,no,tertiary,1831
married,no,yes,no,1,0,40,self-employed,no,primary,92
married,no,yes,yes,2,0,48,management,no,tertiary,586
divorced,no,yes,no,1,0,52,blue-collar,no,primary,1758
married,no,yes,yes,2,3,50,self-employed,no,secondary,2061
single,no,no,no,5,0,25,technician,no,secondary,959
married,no,no,no,1,0,54,retired,no,primary,208
married,no,yes,no,2,0,34,services,no,secondary,-315
married,yes,yes,no,6,2,48,management,no,tertiary,-13
married,no,no,no,7,0,37,admin.,no,tertiary,801
married,no,no,no,1,4,66,retired,yes,tertiary,1948
single,no,yes,no,1,0,32,management,no,tertiary,751
married,no,yes,yes,1,0,45,blue-collar,no,secondary,784
single,no,no,no,1,1,43,blue-collar,no,secondary,24
married,no,yes,no,3,0,41,management,no,tertiary,72
divorced,no,yes,no,1,0,40,technician,no,tertiary,1871
single,no,yes,no,2,0,44,services,no,secondary,1378
married,no,yes,no,3,5,43,blue-collar,no,primary,188
single,no,no,no,3,0,30,unknown,no,tertiary,6836
married,no,yes,no,5,0,32,services,no,secondary,61
married,no,yes,no,7,0,57,admin.,no,secondary,-967
single,no,yes,yes,1,0,31,blue-collar,no,tertiary,462
married,no,no,no,2,0,49,unknown,no,secondary,0
single,no,yes,no,1,0,31,admin.,no,secondary,5527
married,no,no,no,1,0,41,admin.,no,tertiary,1287
married,no,no,no,1,0,44,management,no,tertiary,17361
